filename,topic,outlet,article,likes,shares,comments,nv1,proximity,clickbait,direction,personalization,filename_surveycompany
"tax_vg_19_6,7k liker_987 delinger_4 kommentarer_cropped.png",tax,vg,19,"6,7k",987,4,neutral,Norway,True,lesstax,False,07567.png
"tax_resett_19_6,7k liker_987 delinger_432 kommentarer_cropped.png",tax,resett,19,"6,7k",987,432,neutral,Norway,True,lesstax,False,07578.png
"tax_klassekampen_19_6,7k liker_7 delinger_432 kommentarer_cropped.png",tax,klassekampen,19,"6,7k",7,432,neutral,Norway,True,lesstax,False,07630.png
"tax_vg_19_6,7k liker_7 delinger_4 kommentarer_cropped.png",tax,vg,19,"6,7k",7,4,neutral,Norway,True,lesstax,False,07672.png
tax_klassekampen_19_23 liker_7 delinger_432 kommentarer_cropped.png,tax,klassekampen,19,23,7,432,neutral,Norway,True,lesstax,False,07681.png
tax_nrk_19_23 liker_987 delinger_432 kommentarer_cropped.png,tax,nrk,19,23,987,432,neutral,Norway,True,lesstax,False,07712.png
"tax_aftenposten_19_6,7k liker_7 delinger_4 kommentarer_cropped.png",tax,aftenposten,19,"6,7k",7,4,neutral,Norway,True,lesstax,False,07865.png
"tax_nrk_19_6,7k liker_987 delinger_432 kommentarer_cropped.png",tax,nrk,19,"6,7k",987,432,neutral,Norway,True,lesstax,False,07895.png
tax_aftenposten_19_23 liker_987 delinger_432 kommentarer_cropped.png,tax,aftenposten,19,23,987,432,neutral,Norway,True,lesstax,False,07951.png
tax_klassekampen_19_23 liker_987 delinger_432 kommentarer_cropped.png,tax,klassekampen,19,23,987,432,neutral,Norway,True,lesstax,False,07963.png
tax_aftenposten_19_23 liker_7 delinger_432 kommentarer_cropped.png,tax,aftenposten,19,23,7,432,neutral,Norway,True,lesstax,False,08040.png
"tax_vg_19_6,7k liker_7 delinger_432 kommentarer_cropped.png",tax,vg,19,"6,7k",7,432,neutral,Norway,True,lesstax,False,08042.png
"tax_dagbladet_20_6,7k liker_7 delinger_432 kommentarer_cropped.png",tax,dagbladet,20,"6,7k",7,432,neutral,Norway,False,moretax,True,05386.png
"tax_nrk_20_6,7k liker_987 delinger_432 kommentarer_cropped.png",tax,nrk,20,"6,7k",987,432,neutral,Norway,False,moretax,True,05393.png
"tax_resett_20_6,7k liker_987 delinger_4 kommentarer_cropped.png",tax,resett,20,"6,7k",987,4,neutral,Norway,False,moretax,True,05447.png
"tax_aftenposten_20_6,7k liker_987 delinger_432 kommentarer_cropped.png",tax,aftenposten,20,"6,7k",987,432,neutral,Norway,False,moretax,True,05461.png
"tax_klassekampen_20_6,7k liker_7 delinger_4 kommentarer_cropped.png",tax,klassekampen,20,"6,7k",7,4,neutral,Norway,False,moretax,True,05598.png
tax_klassekampen_20_23 liker_987 delinger_4 kommentarer_cropped.png,tax,klassekampen,20,23,987,4,neutral,Norway,False,moretax,True,05626.png
tax_klassekampen_20_23 liker_7 delinger_432 kommentarer_cropped.png,tax,klassekampen,20,23,7,432,neutral,Norway,False,moretax,True,05663.png
tax_nrk_20_23 liker_7 delinger_4 kommentarer_cropped.png,tax,nrk,20,23,7,4,neutral,Norway,False,moretax,True,05773.png
"tax_klassekampen_20_6,7k liker_987 delinger_432 kommentarer_cropped.png",tax,klassekampen,20,"6,7k",987,432,neutral,Norway,False,moretax,True,05829.png
"tax_dagbladet_20_6,7k liker_7 delinger_4 kommentarer_cropped.png",tax,dagbladet,20,"6,7k",7,4,neutral,Norway,False,moretax,True,05946.png
"tax_klassekampen_20_6,7k liker_987 delinger_4 kommentarer_cropped.png",tax,klassekampen,20,"6,7k",987,4,neutral,Norway,False,moretax,True,05996.png
"tax_aftenposten_20_6,7k liker_987 delinger_4 kommentarer_cropped.png",tax,aftenposten,20,"6,7k",987,4,neutral,Norway,False,moretax,True,06101.png
"tax_vg_20_6,7k liker_987 delinger_432 kommentarer_cropped.png",tax,vg,20,"6,7k",987,432,neutral,Norway,False,moretax,True,06114.png
"tax_klassekampen_20_6,7k liker_7 delinger_432 kommentarer_cropped.png",tax,klassekampen,20,"6,7k",7,432,neutral,Norway,False,moretax,True,06132.png
"tax_nettavisen_20_6,7k liker_7 delinger_432 kommentarer_cropped.png",tax,nettavisen,20,"6,7k",7,432,neutral,Norway,False,moretax,True,06219.png
tax_aftenposten_20_23 liker_7 delinger_4 kommentarer_cropped.png,tax,aftenposten,20,23,7,4,neutral,Norway,False,moretax,True,06280.png
tax_resett_20_23 liker_7 delinger_432 kommentarer_cropped.png,tax,resett,20,23,7,432,neutral,Norway,False,moretax,True,06309.png
tax_resett_20_23 liker_987 delinger_432 kommentarer_cropped.png,tax,resett,20,23,987,432,neutral,Norway,False,moretax,True,06321.png
tax_vg_20_23 liker_7 delinger_4 kommentarer_cropped.png,tax,vg,20,23,7,4,neutral,Norway,False,moretax,True,06361.png
tax_nettavisen_20_23 liker_987 delinger_4 kommentarer_cropped.png,tax,nettavisen,20,23,987,4,neutral,Norway,False,moretax,True,06445.png
"tax_nettavisen_20_6,7k liker_987 delinger_4 kommentarer_cropped.png",tax,nettavisen,20,"6,7k",987,4,neutral,Norway,False,moretax,True,06461.png
"tax_nrk_20_6,7k liker_987 delinger_4 kommentarer_cropped.png",tax,nrk,20,"6,7k",987,4,neutral,Norway,False,moretax,True,06504.png
tax_nrk_20_23 liker_987 delinger_4 kommentarer_cropped.png,tax,nrk,20,23,987,4,neutral,Norway,False,moretax,True,06578.png
tax_klassekampen_20_23 liker_7 delinger_4 kommentarer_cropped.png,tax,klassekampen,20,23,7,4,neutral,Norway,False,moretax,True,06607.png
"tax_nettavisen_20_6,7k liker_987 delinger_432 kommentarer_cropped.png",tax,nettavisen,20,"6,7k",987,432,neutral,Norway,False,moretax,True,06733.png
tax_aftenposten_20_23 liker_7 delinger_432 kommentarer_cropped.png,tax,aftenposten,20,23,7,432,neutral,Norway,False,moretax,True,06766.png
tax_vg_20_23 liker_987 delinger_4 kommentarer_cropped.png,tax,vg,20,23,987,4,neutral,Norway,False,moretax,True,06769.png
"tax_vg_20_6,7k liker_7 delinger_432 kommentarer_cropped.png",tax,vg,20,"6,7k",7,432,neutral,Norway,False,moretax,True,06813.png
"tax_aftenposten_20_6,7k liker_7 delinger_4 kommentarer_cropped.png",tax,aftenposten,20,"6,7k",7,4,neutral,Norway,False,moretax,True,06896.png
tax_aftenposten_20_23 liker_987 delinger_4 kommentarer_cropped.png,tax,aftenposten,20,23,987,4,neutral,Norway,False,moretax,True,06913.png
tax_vg_20_23 liker_7 delinger_432 kommentarer_cropped.png,tax,vg,20,23,7,432,neutral,Norway,False,moretax,True,06994.png
"tax_dagbladet_20_6,7k liker_987 delinger_4 kommentarer_cropped.png",tax,dagbladet,20,"6,7k",987,4,neutral,Norway,False,moretax,True,07007.png
tax_dagbladet_20_23 liker_987 delinger_4 kommentarer_cropped.png,tax,dagbladet,20,23,987,4,neutral,Norway,False,moretax,True,07084.png
tax_nrk_20_23 liker_987 delinger_432 kommentarer_cropped.png,tax,nrk,20,23,987,432,neutral,Norway,False,moretax,True,07133.png
"tax_nrk_20_6,7k liker_7 delinger_4 kommentarer_cropped.png",tax,nrk,20,"6,7k",7,4,neutral,Norway,False,moretax,True,07149.png
"tax_resett_20_6,7k liker_987 delinger_432 kommentarer_cropped.png",tax,resett,20,"6,7k",987,432,neutral,Norway,False,moretax,True,07196.png
tax_resett_20_23 liker_987 delinger_4 kommentarer_cropped.png,tax,resett,20,23,987,4,neutral,Norway,False,moretax,True,07247.png
"tax_resett_20_6,7k liker_7 delinger_432 kommentarer_cropped.png",tax,resett,20,"6,7k",7,432,neutral,Norway,False,moretax,True,07258.png
tax_resett_20_23 liker_7 delinger_4 kommentarer_cropped.png,tax,resett,20,23,7,4,neutral,Norway,False,moretax,True,07261.png
tax_nettavisen_20_23 liker_7 delinger_4 kommentarer_cropped.png,tax,nettavisen,20,23,7,4,neutral,Norway,False,moretax,True,07288.png
"tax_vg_20_6,7k liker_987 delinger_4 kommentarer_cropped.png",tax,vg,20,"6,7k",987,4,neutral,Norway,False,moretax,True,07307.png
tax_dagbladet_20_23 liker_987 delinger_432 kommentarer_cropped.png,tax,dagbladet,20,23,987,432,neutral,Norway,False,moretax,True,07338.png
"tax_dagbladet_20_6,7k liker_987 delinger_432 kommentarer_cropped.png",tax,dagbladet,20,"6,7k",987,432,neutral,Norway,False,moretax,True,07351.png
"tax_resett_20_6,7k liker_7 delinger_4 kommentarer_cropped.png",tax,resett,20,"6,7k",7,4,neutral,Norway,False,moretax,True,07405.png
tax_dagbladet_20_23 liker_7 delinger_432 kommentarer_cropped.png,tax,dagbladet,20,23,7,432,neutral,Norway,False,moretax,True,07488.png
tax_nettavisen_20_23 liker_7 delinger_432 kommentarer_cropped.png,tax,nettavisen,20,23,7,432,neutral,Norway,False,moretax,True,07643.png
"tax_nettavisen_20_6,7k liker_7 delinger_4 kommentarer_cropped.png",tax,nettavisen,20,"6,7k",7,4,neutral,Norway,False,moretax,True,07726.png
tax_aftenposten_20_23 liker_987 delinger_432 kommentarer_cropped.png,tax,aftenposten,20,23,987,432,neutral,Norway,False,moretax,True,07768.png
tax_nettavisen_20_23 liker_987 delinger_432 kommentarer_cropped.png,tax,nettavisen,20,23,987,432,neutral,Norway,False,moretax,True,07790.png
tax_vg_20_23 liker_987 delinger_432 kommentarer_cropped.png,tax,vg,20,23,987,432,neutral,Norway,False,moretax,True,07806.png
"tax_aftenposten_20_6,7k liker_7 delinger_432 kommentarer_cropped.png",tax,aftenposten,20,"6,7k",7,432,neutral,Norway,False,moretax,True,07843.png
tax_klassekampen_20_23 liker_987 delinger_432 kommentarer_cropped.png,tax,klassekampen,20,23,987,432,neutral,Norway,False,moretax,True,07880.png
tax_nrk_20_23 liker_7 delinger_432 kommentarer_cropped.png,tax,nrk,20,23,7,432,neutral,Norway,False,moretax,True,07913.png
tax_dagbladet_20_23 liker_7 delinger_4 kommentarer_cropped.png,tax,dagbladet,20,23,7,4,neutral,Norway,False,moretax,True,07950.png
"tax_nrk_20_6,7k liker_7 delinger_432 kommentarer_cropped.png",tax,nrk,20,"6,7k",7,432,neutral,Norway,False,moretax,True,07989.png
"tax_vg_20_6,7k liker_7 delinger_4 kommentarer_cropped.png",tax,vg,20,"6,7k",7,4,neutral,Norway,False,moretax,True,08030.png
"tax_nettavisen_21_6,7k liker_987 delinger_432 kommentarer_cropped.png",tax,nettavisen,21,"6,7k",987,432,neutral,Norway,False,moretax,False,05440.png
"tax_nrk_21_6,7k liker_987 delinger_4 kommentarer_cropped.png",tax,nrk,21,"6,7k",987,4,neutral,Norway,False,moretax,False,05469.png
tax_nrk_21_23 liker_7 delinger_4 kommentarer_cropped.png,tax,nrk,21,23,7,4,neutral,Norway,False,moretax,False,05497.png
"tax_klassekampen_21_6,7k liker_987 delinger_4 kommentarer_cropped.png",tax,klassekampen,21,"6,7k",987,4,neutral,Norway,False,moretax,False,05505.png
"tax_resett_21_6,7k liker_7 delinger_4 kommentarer_cropped.png",tax,resett,21,"6,7k",7,4,neutral,Norway,False,moretax,False,05567.png
"tax_vg_21_6,7k liker_987 delinger_4 kommentarer_cropped.png",tax,vg,21,"6,7k",987,4,neutral,Norway,False,moretax,False,05593.png
"tax_nettavisen_21_6,7k liker_987 delinger_4 kommentarer_cropped.png",tax,nettavisen,21,"6,7k",987,4,neutral,Norway,False,moretax,False,05597.png
"tax_nrk_21_6,7k liker_7 delinger_4 kommentarer_cropped.png",tax,nrk,21,"6,7k",7,4,neutral,Norway,False,moretax,False,05635.png
tax_nettavisen_21_23 liker_987 delinger_4 kommentarer_cropped.png,tax,nettavisen,21,23,987,4,neutral,Norway,False,moretax,False,05648.png
tax_aftenposten_21_23 liker_987 delinger_4 kommentarer_cropped.png,tax,aftenposten,21,23,987,4,neutral,Norway,False,moretax,False,05742.png
"tax_vg_21_6,7k liker_7 delinger_432 kommentarer_cropped.png",tax,vg,21,"6,7k",7,432,neutral,Norway,False,moretax,False,05744.png
"tax_dagbladet_21_6,7k liker_7 delinger_4 kommentarer_cropped.png",tax,dagbladet,21,"6,7k",7,4,neutral,Norway,False,moretax,False,05811.png
"tax_klassekampen_21_6,7k liker_987 delinger_432 kommentarer_cropped.png",tax,klassekampen,21,"6,7k",987,432,neutral,Norway,False,moretax,False,05821.png
"tax_klassekampen_21_6,7k liker_7 delinger_432 kommentarer_cropped.png",tax,klassekampen,21,"6,7k",7,432,neutral,Norway,False,moretax,False,05898.png
tax_nettavisen_21_23 liker_987 delinger_432 kommentarer_cropped.png,tax,nettavisen,21,23,987,432,neutral,Norway,False,moretax,False,05993.png
tax_dagbladet_21_23 liker_7 delinger_432 kommentarer_cropped.png,tax,dagbladet,21,23,7,432,neutral,Norway,False,moretax,False,06045.png
"tax_aftenposten_21_6,7k liker_7 delinger_432 kommentarer_cropped.png",tax,aftenposten,21,"6,7k",7,432,neutral,Norway,False,moretax,False,06067.png
tax_resett_21_23 liker_987 delinger_4 kommentarer_cropped.png,tax,resett,21,23,987,4,neutral,Norway,False,moretax,False,06080.png
"tax_nettavisen_21_6,7k liker_7 delinger_4 kommentarer_cropped.png",tax,nettavisen,21,"6,7k",7,4,neutral,Norway,False,moretax,False,06181.png
"tax_resett_21_6,7k liker_7 delinger_432 kommentarer_cropped.png",tax,resett,21,"6,7k",7,432,neutral,Norway,False,moretax,False,06255.png
tax_vg_21_23 liker_7 delinger_4 kommentarer_cropped.png,tax,vg,21,23,7,4,neutral,Norway,False,moretax,False,06317.png
"tax_vg_21_6,7k liker_987 delinger_432 kommentarer_cropped.png",tax,vg,21,"6,7k",987,432,neutral,Norway,False,moretax,False,06342.png
tax_dagbladet_21_23 liker_987 delinger_4 kommentarer_cropped.png,tax,dagbladet,21,23,987,4,neutral,Norway,False,moretax,False,06352.png
tax_klassekampen_21_23 liker_7 delinger_432 kommentarer_cropped.png,tax,klassekampen,21,23,7,432,neutral,Norway,False,moretax,False,06414.png
tax_nettavisen_21_23 liker_7 delinger_4 kommentarer_cropped.png,tax,nettavisen,21,23,7,4,neutral,Norway,False,moretax,False,06451.png
tax_resett_21_23 liker_7 delinger_4 kommentarer_cropped.png,tax,resett,21,23,7,4,neutral,Norway,False,moretax,False,06464.png
"tax_dagbladet_21_6,7k liker_987 delinger_432 kommentarer_cropped.png",tax,dagbladet,21,"6,7k",987,432,neutral,Norway,False,moretax,False,06481.png
"tax_aftenposten_21_6,7k liker_987 delinger_432 kommentarer_cropped.png",tax,aftenposten,21,"6,7k",987,432,neutral,Norway,False,moretax,False,06738.png
"tax_resett_21_6,7k liker_987 delinger_4 kommentarer_cropped.png",tax,resett,21,"6,7k",987,4,neutral,Norway,False,moretax,False,06754.png
"tax_vg_21_6,7k liker_7 delinger_4 kommentarer_cropped.png",tax,vg,21,"6,7k",7,4,neutral,Norway,False,moretax,False,06868.png
tax_nrk_21_23 liker_987 delinger_432 kommentarer_cropped.png,tax,nrk,21,23,987,432,neutral,Norway,False,moretax,False,06884.png
tax_aftenposten_21_23 liker_7 delinger_4 kommentarer_cropped.png,tax,aftenposten,21,23,7,4,neutral,Norway,False,moretax,False,06925.png
"tax_klassekampen_21_6,7k liker_7 delinger_4 kommentarer_cropped.png",tax,klassekampen,21,"6,7k",7,4,neutral,Norway,False,moretax,False,06964.png
"tax_dagbladet_21_6,7k liker_7 delinger_432 kommentarer_cropped.png",tax,dagbladet,21,"6,7k",7,432,neutral,Norway,False,moretax,False,07092.png
tax_aftenposten_21_23 liker_7 delinger_432 kommentarer_cropped.png,tax,aftenposten,21,23,7,432,neutral,Norway,False,moretax,False,07170.png
tax_nrk_21_23 liker_987 delinger_4 kommentarer_cropped.png,tax,nrk,21,23,987,4,neutral,Norway,False,moretax,False,07231.png
tax_resett_21_23 liker_987 delinger_432 kommentarer_cropped.png,tax,resett,21,23,987,432,neutral,Norway,False,moretax,False,07301.png
tax_nettavisen_21_23 liker_7 delinger_432 kommentarer_cropped.png,tax,nettavisen,21,23,7,432,neutral,Norway,False,moretax,False,07321.png
"tax_nrk_21_6,7k liker_987 delinger_432 kommentarer_cropped.png",tax,nrk,21,"6,7k",987,432,neutral,Norway,False,moretax,False,07344.png
tax_vg_21_23 liker_987 delinger_4 kommentarer_cropped.png,tax,vg,21,23,987,4,neutral,Norway,False,moretax,False,07354.png
tax_klassekampen_21_23 liker_987 delinger_4 kommentarer_cropped.png,tax,klassekampen,21,23,987,4,neutral,Norway,False,moretax,False,07417.png
"tax_nettavisen_21_6,7k liker_7 delinger_432 kommentarer_cropped.png",tax,nettavisen,21,"6,7k",7,432,neutral,Norway,False,moretax,False,07458.png
tax_klassekampen_21_23 liker_987 delinger_432 kommentarer_cropped.png,tax,klassekampen,21,23,987,432,neutral,Norway,False,moretax,False,07546.png
tax_nrk_21_23 liker_7 delinger_432 kommentarer_cropped.png,tax,nrk,21,23,7,432,neutral,Norway,False,moretax,False,07549.png
tax_dagbladet_21_23 liker_7 delinger_4 kommentarer_cropped.png,tax,dagbladet,21,23,7,4,neutral,Norway,False,moretax,False,07593.png
tax_aftenposten_21_23 liker_987 delinger_432 kommentarer_cropped.png,tax,aftenposten,21,23,987,432,neutral,Norway,False,moretax,False,07611.png
tax_resett_21_23 liker_7 delinger_432 kommentarer_cropped.png,tax,resett,21,23,7,432,neutral,Norway,False,moretax,False,07742.png
"tax_aftenposten_21_6,7k liker_987 delinger_4 kommentarer_cropped.png",tax,aftenposten,21,"6,7k",987,4,neutral,Norway,False,moretax,False,07883.png
"tax_aftenposten_21_6,7k liker_7 delinger_4 kommentarer_cropped.png",tax,aftenposten,21,"6,7k",7,4,neutral,Norway,False,moretax,False,07901.png
"tax_nrk_21_6,7k liker_7 delinger_432 kommentarer_cropped.png",tax,nrk,21,"6,7k",7,432,neutral,Norway,False,moretax,False,07952.png
tax_vg_21_23 liker_7 delinger_432 kommentarer_cropped.png,tax,vg,21,23,7,432,neutral,Norway,False,moretax,False,07976.png
tax_vg_21_23 liker_987 delinger_432 kommentarer_cropped.png,tax,vg,21,23,987,432,neutral,Norway,False,moretax,False,08001.png
"tax_resett_21_6,7k liker_987 delinger_432 kommentarer_cropped.png",tax,resett,21,"6,7k",987,432,neutral,Norway,False,moretax,False,08003.png
"tax_dagbladet_21_6,7k liker_987 delinger_4 kommentarer_cropped.png",tax,dagbladet,21,"6,7k",987,4,neutral,Norway,False,moretax,False,08013.png
tax_klassekampen_21_23 liker_7 delinger_4 kommentarer_cropped.png,tax,klassekampen,21,23,7,4,neutral,Norway,False,moretax,False,08016.png
tax_dagbladet_21_23 liker_987 delinger_432 kommentarer_cropped.png,tax,dagbladet,21,23,987,432,neutral,Norway,False,moretax,False,08018.png
tax_nrk_22_23 liker_7 delinger_432 kommentarer_cropped.png,tax,nrk,22,23,7,432,neutral,Norway,False,lesstax,True,05412.png
tax_aftenposten_22_23 liker_7 delinger_432 kommentarer_cropped.png,tax,aftenposten,22,23,7,432,neutral,Norway,False,lesstax,True,05424.png
tax_vg_22_23 liker_7 delinger_432 kommentarer_cropped.png,tax,vg,22,23,7,432,neutral,Norway,False,lesstax,True,05444.png
tax_aftenposten_22_23 liker_987 delinger_432 kommentarer_cropped.png,tax,aftenposten,22,23,987,432,neutral,Norway,False,lesstax,True,05521.png
"tax_nrk_22_6,7k liker_987 delinger_432 kommentarer_cropped.png",tax,nrk,22,"6,7k",987,432,neutral,Norway,False,lesstax,True,05534.png
"tax_klassekampen_22_6,7k liker_7 delinger_432 kommentarer_cropped.png",tax,klassekampen,22,"6,7k",7,432,neutral,Norway,False,lesstax,True,05538.png
"tax_resett_22_6,7k liker_7 delinger_4 kommentarer_cropped.png",tax,resett,22,"6,7k",7,4,neutral,Norway,False,lesstax,True,05569.png
"tax_nettavisen_22_6,7k liker_7 delinger_432 kommentarer_cropped.png",tax,nettavisen,22,"6,7k",7,432,neutral,Norway,False,lesstax,True,05617.png
"tax_vg_22_6,7k liker_987 delinger_4 kommentarer_cropped.png",tax,vg,22,"6,7k",987,4,neutral,Norway,False,lesstax,True,05674.png
"tax_nettavisen_22_6,7k liker_987 delinger_4 kommentarer_cropped.png",tax,nettavisen,22,"6,7k",987,4,neutral,Norway,False,lesstax,True,05755.png
tax_vg_22_23 liker_987 delinger_432 kommentarer_cropped.png,tax,vg,22,23,987,432,neutral,Norway,False,lesstax,True,05901.png
"tax_klassekampen_22_6,7k liker_987 delinger_432 kommentarer_cropped.png",tax,klassekampen,22,"6,7k",987,432,neutral,Norway,False,lesstax,True,05962.png
"tax_vg_22_6,7k liker_7 delinger_432 kommentarer_cropped.png",tax,vg,22,"6,7k",7,432,neutral,Norway,False,lesstax,True,05979.png
"tax_dagbladet_22_6,7k liker_7 delinger_4 kommentarer_cropped.png",tax,dagbladet,22,"6,7k",7,4,neutral,Norway,False,lesstax,True,06017.png
"tax_aftenposten_22_6,7k liker_7 delinger_4 kommentarer_cropped.png",tax,aftenposten,22,"6,7k",7,4,neutral,Norway,False,lesstax,True,06130.png
"tax_aftenposten_22_6,7k liker_7 delinger_432 kommentarer_cropped.png",tax,aftenposten,22,"6,7k",7,432,neutral,Norway,False,lesstax,True,06143.png
tax_dagbladet_22_23 liker_987 delinger_432 kommentarer_cropped.png,tax,dagbladet,22,23,987,432,neutral,Norway,False,lesstax,True,06152.png
tax_dagbladet_22_23 liker_7 delinger_432 kommentarer_cropped.png,tax,dagbladet,22,23,7,432,neutral,Norway,False,lesstax,True,06178.png
tax_klassekampen_22_23 liker_987 delinger_4 kommentarer_cropped.png,tax,klassekampen,22,23,987,4,neutral,Norway,False,lesstax,True,06247.png
tax_resett_22_23 liker_7 delinger_4 kommentarer_cropped.png,tax,resett,22,23,7,4,neutral,Norway,False,lesstax,True,06312.png
"tax_aftenposten_22_6,7k liker_987 delinger_432 kommentarer_cropped.png",tax,aftenposten,22,"6,7k",987,432,neutral,Norway,False,lesstax,True,06367.png
"tax_nrk_22_6,7k liker_7 delinger_432 kommentarer_cropped.png",tax,nrk,22,"6,7k",7,432,neutral,Norway,False,lesstax,True,06409.png
"tax_dagbladet_22_6,7k liker_987 delinger_432 kommentarer_cropped.png",tax,dagbladet,22,"6,7k",987,432,neutral,Norway,False,lesstax,True,06518.png
"tax_nrk_22_6,7k liker_7 delinger_4 kommentarer_cropped.png",tax,nrk,22,"6,7k",7,4,neutral,Norway,False,lesstax,True,06573.png
"tax_resett_22_6,7k liker_7 delinger_432 kommentarer_cropped.png",tax,resett,22,"6,7k",7,432,neutral,Norway,False,lesstax,True,06599.png
tax_dagbladet_22_23 liker_7 delinger_4 kommentarer_cropped.png,tax,dagbladet,22,23,7,4,neutral,Norway,False,lesstax,True,06621.png
"tax_nettavisen_22_6,7k liker_987 delinger_432 kommentarer_cropped.png",tax,nettavisen,22,"6,7k",987,432,neutral,Norway,False,lesstax,True,06671.png
"tax_resett_22_6,7k liker_987 delinger_432 kommentarer_cropped.png",tax,resett,22,"6,7k",987,432,neutral,Norway,False,lesstax,True,06708.png
tax_aftenposten_22_23 liker_987 delinger_4 kommentarer_cropped.png,tax,aftenposten,22,23,987,4,neutral,Norway,False,lesstax,True,06713.png
tax_klassekampen_22_23 liker_7 delinger_432 kommentarer_cropped.png,tax,klassekampen,22,23,7,432,neutral,Norway,False,lesstax,True,06716.png
tax_klassekampen_22_23 liker_987 delinger_432 kommentarer_cropped.png,tax,klassekampen,22,23,987,432,neutral,Norway,False,lesstax,True,06809.png
tax_resett_22_23 liker_987 delinger_4 kommentarer_cropped.png,tax,resett,22,23,987,4,neutral,Norway,False,lesstax,True,06839.png
"tax_klassekampen_22_6,7k liker_7 delinger_4 kommentarer_cropped.png",tax,klassekampen,22,"6,7k",7,4,neutral,Norway,False,lesstax,True,06864.png
tax_nrk_22_23 liker_987 delinger_432 kommentarer_cropped.png,tax,nrk,22,23,987,432,neutral,Norway,False,lesstax,True,06923.png
"tax_resett_22_6,7k liker_987 delinger_4 kommentarer_cropped.png",tax,resett,22,"6,7k",987,4,neutral,Norway,False,lesstax,True,06960.png
"tax_aftenposten_22_6,7k liker_987 delinger_4 kommentarer_cropped.png",tax,aftenposten,22,"6,7k",987,4,neutral,Norway,False,lesstax,True,06987.png
"tax_dagbladet_22_6,7k liker_987 delinger_4 kommentarer_cropped.png",tax,dagbladet,22,"6,7k",987,4,neutral,Norway,False,lesstax,True,07043.png
tax_nettavisen_22_23 liker_987 delinger_432 kommentarer_cropped.png,tax,nettavisen,22,23,987,432,neutral,Norway,False,lesstax,True,07075.png
"tax_dagbladet_22_6,7k liker_7 delinger_432 kommentarer_cropped.png",tax,dagbladet,22,"6,7k",7,432,neutral,Norway,False,lesstax,True,07102.png
tax_dagbladet_22_23 liker_987 delinger_4 kommentarer_cropped.png,tax,dagbladet,22,23,987,4,neutral,Norway,False,lesstax,True,07198.png
tax_nettavisen_22_23 liker_7 delinger_4 kommentarer_cropped.png,tax,nettavisen,22,23,7,4,neutral,Norway,False,lesstax,True,07303.png
tax_nettavisen_22_23 liker_987 delinger_4 kommentarer_cropped.png,tax,nettavisen,22,23,987,4,neutral,Norway,False,lesstax,True,07312.png
"tax_nettavisen_22_6,7k liker_7 delinger_4 kommentarer_cropped.png",tax,nettavisen,22,"6,7k",7,4,neutral,Norway,False,lesstax,True,07330.png
"tax_nrk_22_6,7k liker_987 delinger_4 kommentarer_cropped.png",tax,nrk,22,"6,7k",987,4,neutral,Norway,False,lesstax,True,07341.png
tax_klassekampen_22_23 liker_7 delinger_4 kommentarer_cropped.png,tax,klassekampen,22,23,7,4,neutral,Norway,False,lesstax,True,07420.png
tax_vg_22_23 liker_987 delinger_4 kommentarer_cropped.png,tax,vg,22,23,987,4,neutral,Norway,False,lesstax,True,07423.png
"tax_vg_22_6,7k liker_987 delinger_432 kommentarer_cropped.png",tax,vg,22,"6,7k",987,432,neutral,Norway,False,lesstax,True,07450.png
tax_resett_22_23 liker_7 delinger_432 kommentarer_cropped.png,tax,resett,22,23,7,432,neutral,Norway,False,lesstax,True,07465.png
tax_nrk_22_23 liker_7 delinger_4 kommentarer_cropped.png,tax,nrk,22,23,7,4,neutral,Norway,False,lesstax,True,07595.png
tax_nrk_22_23 liker_987 delinger_4 kommentarer_cropped.png,tax,nrk,22,23,987,4,neutral,Norway,False,lesstax,True,07639.png
tax_resett_22_23 liker_987 delinger_432 kommentarer_cropped.png,tax,resett,22,23,987,432,neutral,Norway,False,lesstax,True,07647.png
tax_aftenposten_22_23 liker_7 delinger_4 kommentarer_cropped.png,tax,aftenposten,22,23,7,4,neutral,Norway,False,lesstax,True,07686.png
"tax_vg_22_6,7k liker_7 delinger_4 kommentarer_cropped.png",tax,vg,22,"6,7k",7,4,neutral,Norway,False,lesstax,True,07698.png
"tax_klassekampen_22_6,7k liker_987 delinger_4 kommentarer_cropped.png",tax,klassekampen,22,"6,7k",987,4,neutral,Norway,False,lesstax,True,07967.png
tax_nettavisen_22_23 liker_7 delinger_432 kommentarer_cropped.png,tax,nettavisen,22,23,7,432,neutral,Norway,False,lesstax,True,07992.png
tax_vg_22_23 liker_7 delinger_4 kommentarer_cropped.png,tax,vg,22,23,7,4,neutral,Norway,False,lesstax,True,08053.png
"tax_dagbladet_23_6,7k liker_7 delinger_432 kommentarer_cropped.png",tax,dagbladet,23,"6,7k",7,432,neutral,Norway,False,lesstax,False,05388.png
"tax_nettavisen_23_6,7k liker_987 delinger_4 kommentarer_cropped.png",tax,nettavisen,23,"6,7k",987,4,neutral,Norway,False,lesstax,False,05402.png
"tax_resett_23_6,7k liker_987 delinger_432 kommentarer_cropped.png",tax,resett,23,"6,7k",987,432,neutral,Norway,False,lesstax,False,05405.png
tax_vg_23_23 liker_7 delinger_4 kommentarer_cropped.png,tax,vg,23,23,7,4,neutral,Norway,False,lesstax,False,05407.png
