filename,topic,outlet,article,likes,shares,comments,nv1,proximity,clickbait,direction,personalization,filename_surveycompany
"centralize_vg_15_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,vg,15,"6,7k",987,432,positive,Netherlands,False,decentralize,False,03391.png
centralize_resett_15_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,resett,15,23,987,4,positive,Netherlands,False,decentralize,False,03399.png
"centralize_resett_15_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,resett,15,"6,7k",7,432,positive,Netherlands,False,decentralize,False,03413.png
"centralize_aftenposten_15_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,aftenposten,15,"6,7k",987,4,positive,Netherlands,False,decentralize,False,03533.png
centralize_nrk_15_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,nrk,15,23,987,432,positive,Netherlands,False,decentralize,False,03545.png
centralize_aftenposten_15_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,aftenposten,15,23,987,432,positive,Netherlands,False,decentralize,False,03558.png
centralize_klassekampen_15_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,klassekampen,15,23,7,4,positive,Netherlands,False,decentralize,False,03603.png
centralize_dagbladet_15_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,dagbladet,15,23,7,432,positive,Netherlands,False,decentralize,False,03672.png
"centralize_dagbladet_15_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,dagbladet,15,"6,7k",7,4,positive,Netherlands,False,decentralize,False,03868.png
"centralize_dagbladet_15_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,dagbladet,15,"6,7k",987,432,positive,Netherlands,False,decentralize,False,03886.png
centralize_nettavisen_15_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,nettavisen,15,23,7,432,positive,Netherlands,False,decentralize,False,03888.png
"centralize_nrk_15_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,nrk,15,"6,7k",987,4,positive,Netherlands,False,decentralize,False,03971.png
"centralize_vg_15_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,vg,15,"6,7k",7,432,positive,Netherlands,False,decentralize,False,03982.png
centralize_aftenposten_15_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,aftenposten,15,23,7,432,positive,Netherlands,False,decentralize,False,04056.png
centralize_dagbladet_15_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,dagbladet,15,23,7,4,positive,Netherlands,False,decentralize,False,04091.png
"centralize_klassekampen_15_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,klassekampen,15,"6,7k",7,432,positive,Netherlands,False,decentralize,False,04143.png
centralize_klassekampen_15_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,klassekampen,15,23,987,4,positive,Netherlands,False,decentralize,False,04160.png
"centralize_klassekampen_15_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,klassekampen,15,"6,7k",7,4,positive,Netherlands,False,decentralize,False,04271.png
centralize_aftenposten_15_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,aftenposten,15,23,7,4,positive,Netherlands,False,decentralize,False,04307.png
centralize_dagbladet_15_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,dagbladet,15,23,987,432,positive,Netherlands,False,decentralize,False,04333.png
centralize_dagbladet_15_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,dagbladet,15,23,987,4,positive,Netherlands,False,decentralize,False,04393.png
centralize_nrk_15_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,nrk,15,23,7,432,positive,Netherlands,False,decentralize,False,04409.png
"centralize_klassekampen_15_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,klassekampen,15,"6,7k",987,4,positive,Netherlands,False,decentralize,False,04495.png
centralize_resett_15_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,resett,15,23,7,4,positive,Netherlands,False,decentralize,False,04549.png
centralize_vg_15_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,vg,15,23,987,4,positive,Netherlands,False,decentralize,False,04567.png
centralize_resett_15_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,resett,15,23,7,432,positive,Netherlands,False,decentralize,False,04589.png
centralize_nrk_15_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,nrk,15,23,7,4,positive,Netherlands,False,decentralize,False,04673.png
centralize_nettavisen_15_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,nettavisen,15,23,987,4,positive,Netherlands,False,decentralize,False,04700.png
"centralize_nettavisen_15_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,nettavisen,15,"6,7k",7,4,positive,Netherlands,False,decentralize,False,04791.png
"centralize_resett_15_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,resett,15,"6,7k",7,4,positive,Netherlands,False,decentralize,False,04855.png
"centralize_nettavisen_15_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,nettavisen,15,"6,7k",987,432,positive,Netherlands,False,decentralize,False,04885.png
centralize_nrk_15_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,nrk,15,23,987,4,positive,Netherlands,False,decentralize,False,05038.png
"centralize_vg_15_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,vg,15,"6,7k",987,4,positive,Netherlands,False,decentralize,False,05166.png
centralize_vg_15_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,vg,15,23,7,4,positive,Netherlands,False,decentralize,False,05245.png
centralize_resett_15_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,resett,15,23,987,432,positive,Netherlands,False,decentralize,False,05251.png
centralize_klassekampen_15_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,klassekampen,15,23,7,432,positive,Netherlands,False,decentralize,False,05322.png
"centralize_resett_15_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,resett,15,"6,7k",987,432,positive,Netherlands,False,decentralize,False,05338.png
"centralize_nettavisen_16_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,nettavisen,16,"6,7k",7,432,neutral,Norway,True,centralize,True,02791.png
"centralize_dagbladet_16_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,dagbladet,16,"6,7k",987,4,neutral,Norway,True,centralize,True,02824.png
"centralize_aftenposten_16_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,aftenposten,16,"6,7k",987,4,neutral,Norway,True,centralize,True,02825.png
"centralize_dagbladet_16_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,dagbladet,16,"6,7k",987,432,neutral,Norway,True,centralize,True,02883.png
centralize_aftenposten_16_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,aftenposten,16,23,987,432,neutral,Norway,True,centralize,True,02926.png
centralize_klassekampen_16_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,klassekampen,16,23,7,4,neutral,Norway,True,centralize,True,02958.png
"centralize_vg_16_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,vg,16,"6,7k",987,4,neutral,Norway,True,centralize,True,02994.png
"centralize_aftenposten_16_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,aftenposten,16,"6,7k",7,432,neutral,Norway,True,centralize,True,03054.png
centralize_nettavisen_16_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,nettavisen,16,23,7,4,neutral,Norway,True,centralize,True,03056.png
centralize_nrk_16_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,nrk,16,23,987,432,neutral,Norway,True,centralize,True,03131.png
centralize_nettavisen_16_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,nettavisen,16,23,987,432,neutral,Norway,True,centralize,True,03142.png
centralize_klassekampen_16_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,klassekampen,16,23,987,432,neutral,Norway,True,centralize,True,03241.png
centralize_resett_16_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,resett,16,23,7,432,neutral,Norway,True,centralize,True,03264.png
"centralize_klassekampen_16_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,klassekampen,16,"6,7k",7,4,neutral,Norway,True,centralize,True,03291.png
"centralize_nrk_16_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,nrk,16,"6,7k",987,432,neutral,Norway,True,centralize,True,03341.png
"centralize_vg_16_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,vg,16,"6,7k",7,432,neutral,Norway,True,centralize,True,03347.png
"centralize_resett_16_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,resett,16,"6,7k",7,4,neutral,Norway,True,centralize,True,03414.png
"centralize_nettavisen_16_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,nettavisen,16,"6,7k",7,4,neutral,Norway,True,centralize,True,03417.png
"centralize_dagbladet_16_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,dagbladet,16,"6,7k",7,4,neutral,Norway,True,centralize,True,03511.png
"centralize_vg_16_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,vg,16,"6,7k",987,432,neutral,Norway,True,centralize,True,03560.png
centralize_nrk_16_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,nrk,16,23,7,4,neutral,Norway,True,centralize,True,03632.png
"centralize_klassekampen_16_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,klassekampen,16,"6,7k",987,4,neutral,Norway,True,centralize,True,03661.png
centralize_resett_16_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,resett,16,23,987,4,neutral,Norway,True,centralize,True,03688.png
"centralize_resett_16_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,resett,16,"6,7k",7,432,neutral,Norway,True,centralize,True,03698.png
centralize_nrk_16_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,nrk,16,23,987,4,neutral,Norway,True,centralize,True,03724.png
centralize_klassekampen_16_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,klassekampen,16,23,7,432,neutral,Norway,True,centralize,True,03778.png
centralize_klassekampen_16_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,klassekampen,16,23,987,4,neutral,Norway,True,centralize,True,03866.png
centralize_nettavisen_16_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,nettavisen,16,23,987,4,neutral,Norway,True,centralize,True,03898.png
centralize_nettavisen_16_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,nettavisen,16,23,7,432,neutral,Norway,True,centralize,True,03985.png
centralize_dagbladet_16_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,dagbladet,16,23,7,432,neutral,Norway,True,centralize,True,04015.png
"centralize_aftenposten_16_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,aftenposten,16,"6,7k",987,432,neutral,Norway,True,centralize,True,04032.png
centralize_resett_16_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,resett,16,23,7,4,neutral,Norway,True,centralize,True,04068.png
"centralize_nrk_16_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,nrk,16,"6,7k",7,4,neutral,Norway,True,centralize,True,04179.png
centralize_dagbladet_16_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,dagbladet,16,23,987,4,neutral,Norway,True,centralize,True,04180.png
"centralize_klassekampen_16_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,klassekampen,16,"6,7k",7,432,neutral,Norway,True,centralize,True,04211.png
centralize_vg_16_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,vg,16,23,987,4,neutral,Norway,True,centralize,True,04215.png
"centralize_nrk_16_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,nrk,16,"6,7k",7,432,neutral,Norway,True,centralize,True,04425.png
"centralize_vg_16_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,vg,16,"6,7k",7,4,neutral,Norway,True,centralize,True,04441.png
"centralize_resett_16_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,resett,16,"6,7k",987,432,neutral,Norway,True,centralize,True,04454.png
"centralize_nrk_16_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,nrk,16,"6,7k",987,4,neutral,Norway,True,centralize,True,04535.png
centralize_resett_16_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,resett,16,23,987,432,neutral,Norway,True,centralize,True,04623.png
centralize_vg_16_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,vg,16,23,7,4,neutral,Norway,True,centralize,True,04664.png
centralize_dagbladet_16_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,dagbladet,16,23,7,4,neutral,Norway,True,centralize,True,04818.png
centralize_aftenposten_16_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,aftenposten,16,23,987,4,neutral,Norway,True,centralize,True,04847.png
"centralize_nettavisen_16_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,nettavisen,16,"6,7k",987,4,neutral,Norway,True,centralize,True,04895.png
centralize_vg_16_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,vg,16,23,7,432,neutral,Norway,True,centralize,True,05002.png
centralize_dagbladet_16_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,dagbladet,16,23,987,432,neutral,Norway,True,centralize,True,05005.png
"centralize_resett_16_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,resett,16,"6,7k",987,4,neutral,Norway,True,centralize,True,05058.png
"centralize_dagbladet_16_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,dagbladet,16,"6,7k",7,432,neutral,Norway,True,centralize,True,05173.png
centralize_aftenposten_16_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,aftenposten,16,23,7,4,neutral,Norway,True,centralize,True,05189.png
"centralize_klassekampen_16_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,klassekampen,16,"6,7k",987,432,neutral,Norway,True,centralize,True,05235.png
centralize_nrk_16_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,nrk,16,23,7,432,neutral,Norway,True,centralize,True,05246.png
centralize_vg_16_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,vg,16,23,987,432,neutral,Norway,True,centralize,True,05255.png
"centralize_nettavisen_16_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,nettavisen,16,"6,7k",987,432,neutral,Norway,True,centralize,True,05271.png
centralize_aftenposten_16_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,aftenposten,16,23,7,432,neutral,Norway,True,centralize,True,05278.png
"centralize_aftenposten_16_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,aftenposten,16,"6,7k",7,4,neutral,Norway,True,centralize,True,05374.png
centralize_nettavisen_17_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,nettavisen,17,23,7,432,neutral,Norway,True,centralize,False,02750.png
centralize_nrk_17_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,nrk,17,23,7,432,neutral,Norway,True,centralize,False,02757.png
"centralize_nrk_17_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,nrk,17,"6,7k",987,4,neutral,Norway,True,centralize,False,02821.png
"centralize_nettavisen_17_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,nettavisen,17,"6,7k",7,4,neutral,Norway,True,centralize,False,02828.png
"centralize_nettavisen_17_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,nettavisen,17,"6,7k",987,4,neutral,Norway,True,centralize,False,02869.png
centralize_vg_17_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,vg,17,23,7,4,neutral,Norway,True,centralize,False,02916.png
"centralize_dagbladet_17_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,dagbladet,17,"6,7k",7,4,neutral,Norway,True,centralize,False,03136.png
centralize_nettavisen_17_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,nettavisen,17,23,987,432,neutral,Norway,True,centralize,False,03179.png
centralize_dagbladet_17_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,dagbladet,17,23,7,4,neutral,Norway,True,centralize,False,03283.png
centralize_resett_17_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,resett,17,23,7,4,neutral,Norway,True,centralize,False,03455.png
"centralize_aftenposten_17_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,aftenposten,17,"6,7k",7,4,neutral,Norway,True,centralize,False,03460.png
centralize_klassekampen_17_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,klassekampen,17,23,7,432,neutral,Norway,True,centralize,False,03478.png
"centralize_klassekampen_17_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,klassekampen,17,"6,7k",987,432,neutral,Norway,True,centralize,False,03510.png
"centralize_vg_17_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,vg,17,"6,7k",987,4,neutral,Norway,True,centralize,False,03523.png
"centralize_klassekampen_17_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,klassekampen,17,"6,7k",7,4,neutral,Norway,True,centralize,False,03540.png
"centralize_vg_17_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,vg,17,"6,7k",7,4,neutral,Norway,True,centralize,False,03675.png
"centralize_aftenposten_17_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,aftenposten,17,"6,7k",987,432,neutral,Norway,True,centralize,False,03720.png
"centralize_aftenposten_17_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,aftenposten,17,"6,7k",7,432,neutral,Norway,True,centralize,False,03721.png
"centralize_dagbladet_17_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,dagbladet,17,"6,7k",7,432,neutral,Norway,True,centralize,False,03764.png
"centralize_klassekampen_17_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,klassekampen,17,"6,7k",7,432,neutral,Norway,True,centralize,False,03777.png
"centralize_dagbladet_17_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,dagbladet,17,"6,7k",987,432,neutral,Norway,True,centralize,False,03836.png
centralize_dagbladet_17_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,dagbladet,17,23,7,432,neutral,Norway,True,centralize,False,03884.png
"centralize_nettavisen_17_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,nettavisen,17,"6,7k",7,432,neutral,Norway,True,centralize,False,03942.png
centralize_resett_17_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,resett,17,23,987,4,neutral,Norway,True,centralize,False,03946.png
"centralize_nrk_17_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,nrk,17,"6,7k",987,432,neutral,Norway,True,centralize,False,03958.png
centralize_klassekampen_17_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,klassekampen,17,23,7,4,neutral,Norway,True,centralize,False,04044.png
"centralize_nrk_17_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,nrk,17,"6,7k",7,4,neutral,Norway,True,centralize,False,04054.png
centralize_vg_17_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,vg,17,23,7,432,neutral,Norway,True,centralize,False,04123.png
centralize_klassekampen_17_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,klassekampen,17,23,987,432,neutral,Norway,True,centralize,False,04138.png
centralize_dagbladet_17_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,dagbladet,17,23,987,4,neutral,Norway,True,centralize,False,04146.png
centralize_resett_17_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,resett,17,23,7,432,neutral,Norway,True,centralize,False,04151.png
"centralize_vg_17_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,vg,17,"6,7k",987,432,neutral,Norway,True,centralize,False,04326.png
centralize_aftenposten_17_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,aftenposten,17,23,987,4,neutral,Norway,True,centralize,False,04360.png
centralize_vg_17_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,vg,17,23,987,4,neutral,Norway,True,centralize,False,04607.png
centralize_nrk_17_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,nrk,17,23,7,4,neutral,Norway,True,centralize,False,04619.png
centralize_nettavisen_17_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,nettavisen,17,23,987,4,neutral,Norway,True,centralize,False,04662.png
centralize_aftenposten_17_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,aftenposten,17,23,7,4,neutral,Norway,True,centralize,False,04686.png
centralize_vg_17_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,vg,17,23,987,432,neutral,Norway,True,centralize,False,04692.png
centralize_nrk_17_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,nrk,17,23,987,4,neutral,Norway,True,centralize,False,04764.png
"centralize_resett_17_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,resett,17,"6,7k",987,4,neutral,Norway,True,centralize,False,04814.png
centralize_aftenposten_17_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,aftenposten,17,23,987,432,neutral,Norway,True,centralize,False,04834.png
centralize_nrk_17_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,nrk,17,23,987,432,neutral,Norway,True,centralize,False,04851.png
centralize_klassekampen_17_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,klassekampen,17,23,987,4,neutral,Norway,True,centralize,False,04878.png
"centralize_resett_17_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,resett,17,"6,7k",7,432,neutral,Norway,True,centralize,False,04898.png
"centralize_aftenposten_17_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,aftenposten,17,"6,7k",987,4,neutral,Norway,True,centralize,False,04916.png
centralize_nettavisen_17_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,nettavisen,17,23,7,4,neutral,Norway,True,centralize,False,04949.png
"centralize_resett_17_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,resett,17,"6,7k",987,432,neutral,Norway,True,centralize,False,04956.png
"centralize_vg_17_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,vg,17,"6,7k",7,432,neutral,Norway,True,centralize,False,05000.png
"centralize_dagbladet_17_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,dagbladet,17,"6,7k",987,4,neutral,Norway,True,centralize,False,05021.png
"centralize_nettavisen_17_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,nettavisen,17,"6,7k",987,432,neutral,Norway,True,centralize,False,05098.png
"centralize_nrk_17_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,nrk,17,"6,7k",7,432,neutral,Norway,True,centralize,False,05147.png
centralize_dagbladet_17_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,dagbladet,17,23,987,432,neutral,Norway,True,centralize,False,05272.png
"centralize_resett_17_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,resett,17,"6,7k",7,4,neutral,Norway,True,centralize,False,05302.png
centralize_resett_17_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,resett,17,23,987,432,neutral,Norway,True,centralize,False,05335.png
"centralize_klassekampen_17_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,klassekampen,17,"6,7k",987,4,neutral,Norway,True,centralize,False,05359.png
centralize_aftenposten_17_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,aftenposten,17,23,7,432,neutral,Norway,True,centralize,False,05372.png
"centralize_nrk_18_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,nrk,18,"6,7k",987,432,neutral,Norway,True,decentralize,True,02785.png
centralize_nrk_18_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,nrk,18,23,987,432,neutral,Norway,True,decentralize,True,02911.png
centralize_nrk_18_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,nrk,18,23,987,4,neutral,Norway,True,decentralize,True,02963.png
centralize_vg_18_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,vg,18,23,7,4,neutral,Norway,True,decentralize,True,03109.png
"centralize_vg_18_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,vg,18,"6,7k",7,432,neutral,Norway,True,decentralize,True,03143.png
centralize_nrk_18_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,nrk,18,23,7,432,neutral,Norway,True,decentralize,True,03165.png
"centralize_klassekampen_18_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,klassekampen,18,"6,7k",987,432,neutral,Norway,True,decentralize,True,03253.png
centralize_nettavisen_18_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,nettavisen,18,23,987,432,neutral,Norway,True,decentralize,True,03367.png
centralize_aftenposten_18_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,aftenposten,18,23,987,4,neutral,Norway,True,decentralize,True,03457.png
centralize_klassekampen_18_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,klassekampen,18,23,7,4,neutral,Norway,True,decentralize,True,03529.png
"centralize_aftenposten_18_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,aftenposten,18,"6,7k",987,432,neutral,Norway,True,decentralize,True,03645.png
centralize_klassekampen_18_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,klassekampen,18,23,987,432,neutral,Norway,True,decentralize,True,03652.png
centralize_dagbladet_18_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,dagbladet,18,23,7,432,neutral,Norway,True,decentralize,True,03657.png
"centralize_resett_18_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,resett,18,"6,7k",987,4,neutral,Norway,True,decentralize,True,03702.png
"centralize_klassekampen_18_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,klassekampen,18,"6,7k",7,432,neutral,Norway,True,decentralize,True,03759.png
"centralize_resett_18_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,resett,18,"6,7k",7,432,neutral,Norway,True,decentralize,True,03783.png
"centralize_aftenposten_18_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,aftenposten,18,"6,7k",7,432,neutral,Norway,True,decentralize,True,03848.png
centralize_dagbladet_18_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,dagbladet,18,23,987,432,neutral,Norway,True,decentralize,True,03947.png
centralize_vg_18_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,vg,18,23,987,432,neutral,Norway,True,decentralize,True,03973.png
"centralize_vg_18_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,vg,18,"6,7k",987,4,neutral,Norway,True,decentralize,True,04016.png
centralize_dagbladet_18_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,dagbladet,18,23,7,4,neutral,Norway,True,decentralize,True,04043.png
centralize_nettavisen_18_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,nettavisen,18,23,987,4,neutral,Norway,True,decentralize,True,04059.png
centralize_nettavisen_18_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,nettavisen,18,23,7,432,neutral,Norway,True,decentralize,True,04078.png
"centralize_nettavisen_18_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,nettavisen,18,"6,7k",987,4,neutral,Norway,True,decentralize,True,04108.png
centralize_aftenposten_18_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,aftenposten,18,23,7,432,neutral,Norway,True,decentralize,True,04109.png
"centralize_dagbladet_18_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,dagbladet,18,"6,7k",987,432,neutral,Norway,True,decentralize,True,04114.png
centralize_vg_18_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,vg,18,23,987,4,neutral,Norway,True,decentralize,True,04209.png
"centralize_klassekampen_18_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,klassekampen,18,"6,7k",7,4,neutral,Norway,True,decentralize,True,04265.png
"centralize_aftenposten_18_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,aftenposten,18,"6,7k",987,4,neutral,Norway,True,decentralize,True,04303.png
centralize_resett_18_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,resett,18,23,987,4,neutral,Norway,True,decentralize,True,04322.png
